worker_id,external_id,judgments_count,missed_count,golds_count,forgiven_count,channel,country,region,city,last_ip,flagged_at,rejected_at,bonus,flag_reason,trust_overall,submission_rate,level_1_contributors,tr_crowd_official
17089290,5247956,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
17231154,11780,0,0,0,0,eup_slw,,,,,,,0,,1.0,0,1.0,
17234946,02BD9AC8075B4EFF6964A2442E880D82,75,3,19,0,neodev,TUR,35,Izmir,195.214.190.58,,,0,,0.8421,300,1.0,
17344797,BC38D729DFCE989541A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
17447431,885511A5CA834E426964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
17517425,C8A98F95C254D51641A29D4352C72707,5,3,5,0,neodev,TUR,35,Izmir,94.121.174.113,,,0,,0.4,300,,1.0
17649238,5341169,25,3,9,0,clixsense,TUR,34,Istanbul,95.8.160.61,,,0,,0.6667,300,,1.0
17823832,E809AD2F09E81B97BD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
17831911,5370205,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
17916713,5385446,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
17949577,2272945,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
17968637,5393260,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
18045437,5403828,1410,40,283,3,clixsense,TUR,68,Ankara,88.224.232.96,,,0,,0.8587,54,1.0,1.0
18098509,4BBE3624B4870D7C0DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
18405435,5455648,235,3,49,2,clixsense,TUR,34,Istanbul,88.240.120.223,,,0,,0.9388,29,1.0,1.0
18424108,5458377,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
18486429,5457165,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
18490425,2998944,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
18528481,62484,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,1.0,
18584046,5482122,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
18711635,3853866,0,0,0,0,clixsense,,,,,,,0,,1.0,0,,1.0
18825375,131436720EB0EA1A044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
18832393,66735,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,1.0,
18877150,5522238,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
19001509,D51B2C2027AEC085BD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
19132694,6D74EDCBD62CBB7DBD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
19249374,5578019,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
19302668,zaneoneal52,0,0,0,0,instagc,,,,,,,0,,1.0,0,1.0,
19405923,E65628367BB899C62BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
19420291,5610145,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
19484033,5622587,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
19507116,068CB93473C70ABBBD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,,1.0
19677486,5654106,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
20003046,5713730,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
20017619,5185DDD3DBF78DB541A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
20026343,5718453,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
20116270,131766,10,0,6,0,tremorgames,TUR,34,Istanbul,94.121.59.76,,,0,,1.0,300,1.0,1.0
20125513,5734030,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
20161225,5739652,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
20177253,BFD98EA603E81A3A93CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
20206661,5747760,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
20211448,5748398,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,1.0
20215940,136731,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,1.0,
20219390,2B10BE2AB6A6C99F24750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
20523220,5795767,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
20525885,5796275,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
20563830,167331,5,2,5,0,tremorgames,TUR,16,Bursa,78.189.231.141,,,0,,0.6,300,,1.0
20684778,5822768,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
20841624,5819720,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
21012122,5870737,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
21095908,196475,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,1.0,
21202328,BF2307C51451D509BD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,,1.0
21353393,69EB54449504790F24750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
21406883,5934195,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
21408115,5934406,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
21506825,227947,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,,1.0
21507851,3478353,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
21534305,5957035,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
21577145,100003630095620,0,0,0,0,zoombucks,,,,,,,0,,1.0,0,1.0,
21593425,8CC52D1EF82055AFBD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
21596614,5968309,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
21638800,916AE23C0AC1F5BF41A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
21665015,5979757,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
21671515,241624,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,,1.0
21673686,41DE2BA277D55ACE6964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
21746361,rhondafuller,0,0,0,0,instagc,,,,,,,0,,1.0,0,1.0,
21776599,5999647,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
21799671,5999328,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
21854905,6012622,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
21903206,5833975,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
21905906,kateyes1966,5,4,5,0,instagc,USA,WI,Rhinelander,75.143.129.108,,,0,,0.2,0,1.0,
21947729,263212,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,,1.0
21971187,40940D6F035472C493CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
22125873,6060641,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
22141613,6063329,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
22269475,4D646F455B43759A0DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
22317611,299349,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,1.0,
22399696,6084339,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,1.0
22428012,6115784,5,4,5,0,clixsense,TUR,34,Istanbul,78.180.199.7,,,0,,0.2,300,,1.0
22429869,5087E7B77DA2C8CF6964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
22457562,9EDCBFD52631BCCF24750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
22740315,66808,0,0,0,0,superrewards,,,,,,,0,,1.0,0,1.0,
23095023,7ABC0D3817F3882241A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,,
23145714,6157876,0,0,0,0,clixsense,,,,,,,0,,1.0,0,,1.0
23269960,6167944,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
23386911,6173966,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
23583649,Allarasmamaw,0,0,0,0,instagc,,,,,,,0,,1.0,0,1.0,
23626278,FA310E267245BED993CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
23677802,7582DED9BF82BADF41A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
23798150,80A1FA50A9D60AFEBD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
24013635,6208203,0,0,0,0,clixsense,,,,,,,0,,1.0,0,,1.0
24105121,6213488,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
24118190,F7A9AE4FD96CEEE7DD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
24329110,6223270,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
24349028,6231036,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
24407638,6234891,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
24564713,6241611,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
24612620,EC283277A17F992C93CA06397A287A80,5,4,5,0,neodev,TUR,35,Izmir,78.174.222.40,,,0,,0.2,300,,1.0
24634295,6251728,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
24693041,3600309,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
24858375,276393,0,0,0,0,superrewards,,,,,,,0,,1.0,0,1.0,
25111984,6241755,0,0,0,0,prodege,,,,,,,0,,1.0,0,1.0,
25197223,458255,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,1.0,
25256514,6294263,0,0,0,0,clixsense,,,,,,,0,,1.0,0,,1.0
25550733,6313856,5,4,5,0,clixsense,ESP,31,Murcia,84.124.206.66,,,0,,0.2,0,1.0,
25907194,6337572,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
25973757,6336764,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
26210657,6342664,55,3,15,0,clixsense,TUR,34,Istanbul,78.180.236.6,,,0,,0.8,300,,1.0
26232429,6344579,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
26266693,3492,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
26273382,6362451,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
26325774,6365876,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
26733404,103833,0,0,0,0,gifthunterclub,,,,,,,0,,1.0,0,1.0,
26845805,104815,0,0,0,0,gifthunterclub,,,,,,,0,,1.0,0,1.0,
26858019,27942,0,0,0,0,eup_slw,,,,,,,0,,1.0,0,1.0,
27165514,BBD7A5E95C9058E824750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
27211692,6429294,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
27393376,6442533,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
27584352,6456091,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
27725140,6AB4EE345BD2DBE3044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
27792718,6476351,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
27815128,602853,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,1.0,
27836119,37BACCEA78D8D3F60DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
27847562,6484565,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
27857083,6476933,0,0,0,0,clixsense,,,,,,,0,,1.0,0,,1.0
27888279,57AE18B60516659D2BFA95FAD8D0CB36,5,5,5,0,neodev,VEN,25,Caracas,201.208.30.153,,,0,,0.0,0,1.0,
27891443,6490817,55,3,15,0,clixsense,TUR,45,Manisa,88.240.194.242,,,0,,0.8,75,1.0,1.0
27896479,6491468,5,1,5,0,clixsense,TUR,54,Sakarya,78.181.196.110,,,0,,0.8,0,,1.0
27896916,7DB62DD2C5133F786964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
27904836,10077,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
27937185,618852,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,1.0,
28077714,6516624,5,3,5,0,clixsense,TUR,34,Istanbul,85.101.33.120,,,0,,0.4,0,,1.0
28081782,238135335561525BDD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
28084376,A65AE9F5413CE96C6964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
28156134,647379,5,3,5,0,tremorgames,TUR,34,Istanbul,88.235.119.128,,,0,,0.4,300,,1.0
28171782,6523694,5,2,5,0,clixsense,TUR,34,Istanbul,78.185.5.225,,,0,,0.6,0,,1.0
28182266,3400500,85,7,21,0,clixsense,TUR,45,Manisa,78.160.221.52,,,0,,0.6667,300,1.0,1.0
28189600,6529476,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
28282475,13444,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
28370609,C344B7ABB35AFCFE6964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
28380421,6557327,5,4,5,0,clixsense,TUR,34,Istanbul,213.74.185.30,,,0,,0.2,300,,1.0
28440692,6563808,5,2,5,0,clixsense,TUR,54,Sakarya,88.242.227.163,,,0,,0.6,0,,1.0
28447561,6564402,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
28457001,6565725,5,4,5,0,clixsense,CAN,ON,North Bay,24.204.202.220,,,0,,0.2,300,1.0,
28465256,6566724,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
28471694,690906,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,,
28510741,106DCB73110ACC5FBD9CE4BD64DFB8C1,65,0,17,0,neodev,TUR,68,Ankara,95.5.66.121,,,0,,1.0,8,1.0,1.0
28535762,A8C166BD8BD704992BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
28548440,49957101,0,0,0,0,superrewards,,,,,,,0,,1.0,0,1.0,
28570278,6581035,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
28584099,E1A9CF3720AF586F0FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
28588508,6574359,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
28697150,6598182,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
28716431,6600718,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,1.0
28736988,6605058,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
28760611,728258,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,1.0,
28794631,6613424,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
28875937,30F9E88210D759AC93CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
28884174,18467,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
28915243,1A483B1E8BA8EAE3044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
28924123,6626437,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
28933701,744179ED66F4C843DD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
28959546,19174,4815,52,961,5,elite,TUR,34,Istanbul,78.176.130.214,,,0,,0.9459,100,1.0,1.0
29091616,6606123,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
29102581,6656284,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,1.0
29123162,E5370162CEB06CD4DD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
29166881,6665909,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
29239562,747B7C8BB04AE2A40FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
29266708,6680408,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
29273754,23117,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,1.0
29285263,E05BAC05899BFA5124750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
29299815,23289,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0,
29325954,6689393,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
29333253,6690856,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
29336100,BE33C9EB66CB90CEDD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0,
29347872,6689766,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0,
